date	visitors_now	visitors_today	visitors_ytd	temp_main	temp_dive	temp_hot_tub	temp_kids	temp_teaching	temp_slides
2024-01-01T15:23:40.497Z	0	0	0	27	28	28	32	33	28
2024-01-01T15:31:49.023Z	0	0	0	27	28	28	32	33	28
2024-01-01T15:40:17.225Z	0	0	0	27	28	28	32	33	28
2024-01-01T15:48:39.881Z	0	0	0	27	28	28	32	33	28
2024-01-01T15:56:50.254Z	0	0	0	27	28	28	32	33	28
2024-01-01T16:06:31.211Z	0	0	0	27	28	28	32	33	28
2024-01-01T16:18:34.224Z	0	0	0	27	28	28	32	33	28
2024-01-01T16:30:32.981Z	0	0	0	27	28	28	32	33	28
2024-01-01T16:39:42.224Z	0	0	0	27	28	28	32	33	28
2024-01-01T16:47:50.587Z	0	0	0	27	28	28	32	33	28
2024-01-01T16:56:11.386Z	0	0	0	27	28	28	32	33	28
2024-01-01T17:05:24.120Z	0	0	0	27	28	28	32	33	28
2024-01-01T17:16:06.509Z	0	0	0	27	28	28	32	33	28
2024-01-01T17:26:29.247Z	0	0	0	27	28	28	32	33	28
2024-01-01T17:34:55.855Z	0	0	0	27	28	28	32	33	28
2024-01-01T17:43:16.502Z	0	0	0	27	28	28	32	33	28
2024-01-01T17:51:33.858Z	0	0	0	27	28	28	32	33	28
2024-01-01T17:59:43.679Z	0	0	0	27	28	28	32	33	28
2024-01-01T18:10:29.786Z	0	0	0	27	28	28	32	33	28
2024-01-01T18:23:24.985Z	0	0	0	27	28	28	32	33	28
2024-01-01T18:32:41.335Z	0	0	0	27	28	28	32	33	28
2024-01-01T18:40:50.352Z	0	0	0	27	28	28	32	33	28
2024-01-01T18:49:03.702Z	0	0	0	27	28	28	32	33	28
2024-01-01T18:57:21.163Z	0	0	0	27	28	28	32	33	28
2024-01-01T19:06:50.562Z	0	0	0	27	28	28	32	33	28
2024-01-01T19:16:59.082Z	0	0	0	27	28	28	32	33	28
2024-01-01T19:25:22.958Z	0	0	0	27	28	28	32	33	28
2024-01-01T19:33:48.874Z	0	0	0	27	28	28	32	33	28
2024-01-01T19:42:09.085Z	0	0	0	27	28	28	32	33	28
2024-01-01T19:50:21.208Z	0	0	0	27	28	28	32	33	28
2024-01-01T19:58:42.264Z	0	0	0	27	28	28	32	33	28
2024-01-01T20:08:54.178Z	0	0	0	27	28	28	32	33	28
2024-01-01T20:20:40.061Z	0	0	0	27	28	28	32	33	28
2024-01-01T20:28:49.270Z	0	0	0	27	28	28	32	33	28
2024-01-01T20:37:20.069Z	0	0	0	27	28	28	32	33	28
2024-01-01T20:45:40.063Z	0	0	0	27	28	28	32	33	28
2024-01-01T20:53:59.676Z	0	0	0	27	28	28	32	33	28
2024-01-01T21:02:23.797Z	0	0	0	27	28	28	32	33	28
2024-01-01T21:12:42.872Z	0	0	0	27	28	28	32	33	28
2024-01-01T21:21:42.494Z	0	0	0	27	28	28	32	33	28
2024-01-01T21:30:08.158Z	0	0	0	27	28	28	32	33	28
2024-01-01T21:38:20.801Z	0	0	0	27	28	28	32	33	28
2024-01-01T21:46:38.261Z	0	0	0	27	28	28	32	33	28
2024-01-01T21:55:07.848Z	0	0	0	27	28	28	32	33	28
2024-01-01T22:04:06.300Z	0	0	0	27	28	28	32	33	28
2024-01-01T22:14:48.861Z	0	0	0	27	28	28	32	33	28
2024-01-01T22:26:10.187Z	0	0	0	27	28	28	32	33	28
2024-01-01T22:34:28.069Z	0	0	0	27	28	28	32	33	28
2024-01-01T22:42:44.692Z	0	0	0	27	28	28	32	33	28
2024-01-01T22:50:55.818Z	0	0	0	27	28	28	32	33	28
2024-01-01T22:59:05.255Z	0	0	0	27	28	28	32	33	28
2024-01-01T23:09:17.658Z	0	0	0	27	28	28	32	33	28
2024-01-01T23:20:48.193Z	0	0	0	27	28	28	32	33	28
2024-01-01T23:29:03.395Z	0	0	0	27	28	28	32	33	28
2024-01-01T23:37:46.614Z	0	0	0	27	28	28	32	33	28
2024-01-01T23:46:04.696Z	0	0	0	27	28	28	32	33	28
2024-01-01T23:54:29.045Z	0	0	0	27	28	28	32	33	28
2024-01-02T00:04:45.098Z	0	0	0	27	28	28	32	33	28
2024-01-02T00:26:09.501Z	0	0	0	27	28	28	32	33	28
2024-01-02T00:48:58.999Z	0	0	0	27	28	28	32	33	28
2024-01-02T01:21:05.922Z	0	0	0	27	28	28	32	33	28
2024-01-02T01:45:19.420Z	0	0	0	27	28	28	32	33	28
2024-01-02T02:07:19.052Z	0	0	0	27	28	28	32	33	28
2024-01-02T02:22:15.083Z	0	0	0	27	28	28	32	33	28
2024-01-02T02:35:38.781Z	0	0	0	27	28	28	32	33	28
2024-01-02T02:44:39.967Z	0	0	0	27	28	28	32	33	28
2024-01-02T02:53:09.045Z	0	0	0	27	28	28	32	33	28
2024-01-02T03:01:20.163Z	0	0	0	27	28	28	32	33	28
2024-01-02T03:12:01.331Z	0	0	0	27	28	28	32	33	28
2024-01-02T03:23:02.529Z	0	0	0	27	28	28	32	33	28
2024-01-02T03:31:17.103Z	0	0	0	27	28	28	32	33	28
2024-01-02T03:39:40.136Z	0	0	0	27	28	28	32	33	28
2024-01-02T03:48:01.836Z	0	0	0	27	28	28	32	33	28
2024-01-02T03:56:23.438Z	0	0	0	27	28	28	32	33	28
2024-01-02T04:05:51.492Z	0	0	0	27	28	28	32	33	28
2024-01-02T04:17:43.584Z	0	0	0	27	28	28	32	33	28
2024-01-02T04:28:53.353Z	0	0	0	27	28	28	32	33	28
2024-01-02T04:37:34.529Z	0	0	0	27	28	28	32	33	28
2024-01-02T04:45:56.113Z	0	0	0	27	28	28	32	33	28
2024-01-02T04:54:18.329Z	0	0	0	27	28	28	32	33	28
2024-01-02T05:02:40.776Z	0	0	0	27	28	28	32	33	28
2024-01-02T05:13:21.376Z	20	20	20	27	28	28	32	33	28
2024-01-02T05:24:55.978Z	26	26	26	27	28	28	32	33	28
2024-01-02T05:33:15.491Z	35	35	35	27	28	28	32	33	28
2024-01-02T05:41:32.449Z	36	36	36	27	28	28	32	33	28
2024-01-02T05:49:53.515Z	39	39	39	27	28	28	32	33	28
2024-01-02T05:58:16.883Z	38	40	40	27	28	28	32	33	28
2024-01-02T06:08:58.592Z	38	40	40	27	28	28	32	33	28
2024-01-02T06:21:41.165Z	39	42	42	27	28	28	32	33	28
2024-01-02T06:32:07.171Z	41	47	47	27	28	28	32	33	28
2024-01-02T06:40:49.457Z	41	56	56	27	28	28	32	33	28
2024-01-02T06:49:04.373Z	45	61	61	27	28	28	32	33	28
2024-01-02T06:57:32.860Z	48	67	67	27	28	28	32	33	28
2024-01-02T07:07:29.167Z	48	68	68	27	28	28	32	33	28
2024-01-02T07:18:35.837Z	45	69	69	27	28	28	32	33	28
2024-01-02T07:26:54.367Z	35	70	70	27	28	28	32	33	28
2024-01-02T07:35:16.318Z	35	70	70	27	28	28	32	33	28
2024-01-02T07:43:30.962Z	34	80	80	27	28	28	32	33	28
2024-01-02T07:51:44.478Z	37	84	84	27	28	28	32	33	28
2024-01-02T07:59:51.619Z	39	88	88	27	28	28	32	33	28
2024-01-02T08:10:49.126Z	42	93	93	27	28	28	32	33	28
2024-01-02T08:23:46.098Z	48	100	100	27	28	28	32	33	28
2024-01-02T08:32:45.628Z	46	101	101	27	28	28	32	33	28
2024-01-02T08:41:10.066Z	50	106	106	27	28	28	32	33	28
2024-01-02T08:49:23.117Z	56	114	114	27	28	28	32	33	28
2024-01-02T08:57:38.778Z	63	127	127	27	28	28	32	33	28
2024-01-02T09:07:42.780Z	68	137	137	27	28	28	32	33	28
2024-01-02T09:19:14.160Z	75	147	147	27	28	28	32	33	28
2024-01-02T09:27:23.634Z	82	159	159	27	28	28	32	33	28
2024-01-02T09:36:03.889Z	82	159	159	27	28	28	32	33	28
2024-01-02T09:44:17.552Z	100	179	179	27	28	28	32	33	28
2024-01-02T09:52:41.041Z	107	193	193	27	28	28	32	33	28
2024-01-02T10:00:50.824Z	110	198	198	27	28	28	32	33	28
2024-01-02T10:11:31.575Z	149	238	238	27	28	28	32	33	28
2024-01-02T10:23:51.366Z	177	271	271	27	28	28	32	33	28
2024-01-02T10:33:28.048Z	203	308	308	27	28	28	32	33	28
2024-01-02T10:41:51.527Z	210	330	330	27	28	28	32	33	28
2024-01-02T10:50:12.218Z	229	357	357	27	28	28	32	33	28
2024-01-02T10:58:47.493Z	221	365	365	27	28	28	32	33	28
2024-01-02T11:08:39.750Z	220	376	376	27	28	28	32	33	28
2024-01-02T11:18:35.168Z	228	394	394	27	28	28	32	33	28
2024-01-02T11:27:01.209Z	242	423	423	27	28	28	32	33	28
2024-01-02T11:35:37.441Z	242	423	423	27	28	28	32	33	28
2024-01-02T11:43:54.170Z	260	462	462	27	28	28	32	33	28
2024-01-02T11:52:15.650Z	257	469	469	27	28	28	32	33	28
2024-01-02T12:00:41.997Z	247	478	478	27	28	28	32	33	28
2024-01-02T12:12:03.636Z	237	491	491	27	28	28	32	33	28
2024-01-02T12:26:57.953Z	232	534	534	27	28	28	32	33	28
2024-01-02T12:42:20.158Z	231	553	553	27	28	28	32	33	28
2024-01-02T12:54:22.808Z	233	578	578	27	28	28	32	33	28
2024-01-02T13:03:40.721Z	242	608	608	27	28	28	32	33	28
2024-01-02T13:15:01.838Z	251	636	636	27	28	28	32	33	28
2024-01-02T13:25:57.393Z	255	654	654	27	28	28	32	33	28
2024-01-02T13:34:23.378Z	257	679	679	27	28	28	32	33	28
2024-01-02T13:42:46.023Z	242	682	682	27	28	28	32	33	28
2024-01-02T13:51:05.723Z	226	689	689	27	28	28	32	33	28
2024-01-02T13:59:21.240Z	229	705	705	27	28	28	32	33	28
2024-01-02T14:09:27.937Z	232	720	720	27	28	28	32	33	28
2024-01-02T14:20:43.033Z	228	730	730	27	28	28	32	33	28
2024-01-02T14:30:18.005Z	220	741	741	27	28	28	32	33	28
2024-01-02T14:38:38.922Z	222	759	759	27	28	28	32	33	28
2024-01-02T14:47:05.744Z	212	779	779	27	28	28	32	33	28
2024-01-02T14:55:20.101Z	212	779	779	27	28	28	32	33	28
2024-01-02T15:04:16.719Z	209	793	793	27	28	28	32	33	28
2024-01-02T15:15:18.078Z	217	818	818	27	28	28	32	33	28
2024-01-02T15:25:29.304Z	213	831	831	27	28	28	32	33	28
2024-01-02T15:34:00.320Z	207	845	845	27	28	28	32	33	28
2024-01-02T15:42:21.487Z	200	863	863	27	28	28	32	33	28
2024-01-02T15:50:41.801Z	202	882	882	27	28	28	32	33	28
2024-01-02T15:58:50.872Z	206	894	894	27	28	28	32	33	28
2024-01-02T16:09:25.601Z	200	907	907	27	28	28	32	33	28
2024-01-02T16:21:54.344Z	204	917	917	27	28	28	32	33	28
2024-01-02T16:32:49.803Z	199	924	924	27	28	28	32	33	28
2024-01-02T16:41:53.768Z	209	941	941	27	28	28	32	33	28
2024-01-02T16:50:03.873Z	207	954	954	27	28	28	32	33	28
2024-01-02T16:58:25.212Z	184	961	961	27	28	28	32	33	28
2024-01-02T17:08:18.921Z	184	981	981	27	28	28	32	33	28
2024-01-02T17:19:32.675Z	163	990	990	27	28	28	32	33	28
2024-01-02T17:29:14.827Z	155	1001	1001	27	28	28	32	33	28
2024-01-02T17:37:39.854Z	156	1014	1014	27	28	28	32	33	28
2024-01-02T17:45:51.106Z	156	1014	1014	27	28	28	32	33	28
2024-01-02T17:54:13.105Z	147	1019	1019	27	28	28	32	33	28
2024-01-02T18:02:38.023Z	145	1021	1021	27	28	28	32	33	28
2024-01-02T18:14:01.720Z	129	1026	1026	27	28	28	32	33	28
2024-01-02T18:26:49.796Z	133	1043	1043	27	28	28	32	33	28
2024-01-02T18:35:43.344Z	133	1043	1043	27	28	28	32	33	28
2024-01-02T18:43:47.031Z	133	1045	1045	27	28	28	32	33	28
2024-01-02T18:51:57.657Z	125	1053	1053	27	28	28	32	33	28
2024-01-02T19:00:18.577Z	116	1060	1060	27	28	28	32	33	28
2024-01-02T19:10:11.733Z	102	1064	1064	27	28	28	32	33	28
2024-01-02T19:18:54.959Z	88	1071	1071	27	28	28	32	33	28
2024-01-02T19:27:12.317Z	78	1072	1072	27	28	28	32	33	28
2024-01-02T19:35:41.785Z	78	1072	1072	27	28	28	32	33	28
2024-01-02T19:43:56.330Z	73	1074	1074	27	28	28	32	33	28
2024-01-02T19:52:19.466Z	68	1074	1074	27	28	28	32	33	28
2024-01-02T20:00:28.775Z	55	1074	1074	27	28	28	32	33	28
2024-01-02T20:10:56.220Z	48	1074	1074	27	28	28	32	33	28
2024-01-02T20:22:23.362Z	30	1074	1074	27	28	28	32	33	28
2024-01-02T20:30:41.438Z	22	1074	1074	27	28	28	32	33	28
2024-01-02T20:39:06.271Z	20	1074	1074	27	28	28	32	33	28
2024-01-02T20:47:24.981Z	20	1074	1074	27	28	28	32	33	28
2024-01-02T20:55:45.968Z	20	1074	1074	27	28	28	32	33	28
2024-01-02T21:04:43.945Z	20	1074	1074	27	28	28	32	33	28
2024-01-02T21:15:12.988Z	20	1074	1074	27	28	28	32	33	28
2024-01-02T21:23:42.568Z	20	1074	1074	27	28	28	32	33	28
2024-01-02T21:31:59.422Z	20	1074	1074	27	28	28	32	33	28
2024-01-02T21:40:27.241Z	20	1074	1074	27	28	28	32	33	28
2024-01-02T21:48:40.901Z	20	1074	1074	27	28	28	32	33	28
2024-01-02T21:56:57.826Z	20	1074	1074	27	28	28	32	33	28
2024-01-02T22:06:30.443Z	20	1074	1074	27	28	28	32	33	28
2024-01-02T22:17:27.156Z	20	1074	1074	27	28	28	32	33	28
2024-01-02T22:28:14.868Z	20	1074	1074	27	28	28	32	33	28
2024-01-02T22:36:44.082Z	20	1074	1074	27	28	28	32	33	28
2024-01-02T22:45:08.779Z	20	1074	1074	27	28	28	32	33	28
2024-01-02T22:53:27.346Z	20	1074	1074	27	28	28	32	33	28
2024-01-02T23:01:44.160Z	20	1074	1074	27	28	28	32	33	28
2024-01-02T23:12:21.430Z	20	1074	1074	27	28	28	32	33	28
2024-01-02T23:22:25.723Z	20	1074	1074	27	28	28	32	33	28
2024-01-02T23:30:45.799Z	20	1074	1074	27	28	28	32	33	28
2024-01-02T23:39:23.105Z	20	1074	1074	27	28	28	32	33	28
2024-01-02T23:47:40.230Z	20	1074	1074	27	28	28	32	33	28
2024-01-02T23:56:03.555Z	20	1074	1074	27	28	28	32	33	28
2024-01-03T00:14:12.882Z	3	3	1074	27	28	28	32	33	28
2024-01-03T00:32:16.180Z	3	3	1074	27	28	28	32	33	28
2024-01-03T00:57:39.303Z	3	3	1074	27	28	28	32	33	28
2024-01-03T01:30:50.108Z	3	3	1074	27	28	28	32	33	28
2024-01-03T01:55:18.299Z	3	3	1074	27	28	28	32	33	28
2024-01-03T02:13:24.713Z	0	0	1074	27	28	28	32	33	28
2024-01-03T02:28:09.767Z	0	0	1074	27	28	28	32	33	28
2024-01-03T02:38:33.738Z	0	0	1074	27	28	28	32	33	28
2024-01-03T02:46:51.844Z	0	0	1074	27	28	28	32	33	28
2024-01-03T02:55:12.101Z	0	0	1074	27	28	28	32	33	28
2024-01-03T03:04:09.133Z	0	0	1074	27	28	28	32	33	28
2024-01-03T03:15:23.016Z	0	0	1074	27	28	28	32	33	28
2024-01-03T03:25:47.284Z	0	0	1074	27	28	28	32	33	28
2024-01-03T03:34:17.940Z	0	0	1074	27	28	28	32	33	28
2024-01-03T03:42:41.548Z	0	0	1074	27	28	28	32	33	28
2024-01-03T03:51:03.435Z	0	0	1074	27	28	28	32	33	28
2024-01-03T03:59:13.855Z	0	0	1074	27	28	28	32	33	28
2024-01-03T04:09:47.061Z	0	0	1074	27	28	28	32	33	28
2024-01-03T04:22:25.060Z	0	0	1074	27	28	28	32	33	28
2024-01-03T04:32:11.250Z	0	0	1074	27	28	28	32	33	28
2024-01-03T04:40:34.923Z	0	0	1074	27	28	28	32	33	28
2024-01-03T04:49:00.348Z	0	0	1074	27	28	28	32	33	28
2024-01-03T04:57:18.529Z	0	0	1074	27	28	28	32	33	28
2024-01-03T05:07:00.401Z	34	34	1108	27	28	28	32	33	28
2024-01-03T05:18:36.571Z	59	59	1134	27	28	28	32	33	28
2024-01-03T05:29:08.769Z	68	68	1142	27	28	28	32	33	28
2024-01-03T05:37:29.850Z	73	73	1148	27	28	28	32	33	28
2024-01-03T05:45:41.953Z	73	73	1148	27	28	28	32	33	28
2024-01-03T05:53:55.256Z	74	75	1150	27	28	28	32	33	28
2024-01-03T06:02:18.357Z	79	82	1157	27	28	28	32	33	28
2024-01-03T06:13:43.441Z	80	83	1158	27	28	28	32	33	28
2024-01-03T06:26:53.124Z	74	86	1161	27	28	28	32	33	28
2024-01-03T06:35:56.361Z	74	86	1161	27	28	28	32	33	28
2024-01-03T06:44:15.145Z	71	92	1167	27	28	28	32	33	28
2024-01-03T06:52:33.240Z	71	96	1171	27	28	28	32	33	28
2024-01-03T07:00:48.727Z	72	102	1177	27	28	28	32	33	28
2024-01-03T07:11:07.185Z	63	104	1179	27	28	28	32	33	28
2024-01-03T07:21:38.930Z	52	110	1184	27	28	28	32	33	28
2024-01-03T07:30:00.823Z	28	111	1185	27	28	28	32	33	28
2024-01-03T07:38:19.129Z	26	115	1190	27	28	28	32	33	28
2024-01-03T07:46:43.079Z	57	151	1226	27	28	28	32	33	28
2024-01-03T07:55:03.435Z	57	151	1226	27	28	28	32	33	28
2024-01-03T08:04:03.366Z	62	159	1234	27	28	28	32	33	28
2024-01-03T08:15:36.779Z	64	163	1238	27	28	28	32	33	28
2024-01-03T08:27:36.076Z	72	176	1250	27	28	28	32	33	28
2024-01-03T08:36:29.796Z	72	176	1250	27	28	28	32	33	28
2024-01-03T08:44:53.694Z	110	214	1289	27	28	28	32	33	28
2024-01-03T08:53:18.390Z	121	226	1301	27	28	28	32	33	28
2024-01-03T09:01:45.146Z	118	231	1305	27	28	28	32	33	28
2024-01-03T09:12:29.806Z	103	235	1310	27	28	28	32	33	28
2024-01-03T09:23:40.891Z	81	244	1318	27	28	28	32	33	28
2024-01-03T09:31:55.305Z	118	290	1365	27	28	28	32	33	28
2024-01-03T09:40:18.367Z	116	294	1369	27	28	28	32	33	28
2024-01-03T09:48:35.480Z	118	301	1376	27	28	28	32	33	28
2024-01-03T09:56:51.929Z	90	303	1378	27	28	28	32	33	28
2024-01-03T10:06:32.931Z	90	303	1378	27	28	28	32	33	28
2024-01-03T10:18:10.750Z	105	341	1415	27	28	28	32	33	28
2024-01-03T10:29:58.843Z	119	358	1433	27	28	28	32	33	28
2024-01-03T10:38:37.408Z	116	364	1438	27	28	28	32	33	28
2024-01-03T10:47:00.012Z	108	370	1445	27	28	28	32	33	28
2024-01-03T10:55:18.223Z	108	370	1445	27	28	28	32	33	28
2024-01-03T11:04:00.734Z	94	381	1456	27	28	28	32	33	28
2024-01-03T11:14:30.371Z	99	394	1469	27	28	28	32	33	28
2024-01-03T11:22:54.215Z	100	401	1476	27	28	28	32	33	28
2024-01-03T11:31:08.689Z	100	409	1483	27	28	28	32	33	28
2024-01-03T11:39:27.795Z	99	415	1490	27	28	28	32	33	28
2024-01-03T11:47:37.973Z	99	426	1501	27	28	28	32	33	28
2024-01-03T11:56:10.760Z	99	426	1501	27	28	28	32	33	28
2024-01-03T12:06:40.496Z	93	437	1512	27	28	28	32	33	28
2024-01-03T12:19:51.677Z	99	456	1531	27	28	28	32	33	28
2024-01-03T12:37:01.096Z	103	477	1552	27	28	28	32	33	28
2024-01-03T12:50:12.161Z	102	489	1564	27	28	28	32	33	28
2024-01-03T13:00:42.799Z	107	503	1578	27	28	28	32	33	28
2024-01-03T13:11:34.651Z	100	509	1584	27	28	28	32	33	28
2024-01-03T13:24:12.143Z	101	517	1591	27	28	28	32	33	28
2024-01-03T13:32:31.861Z	104	526	1601	27	28	28	32	33	28
2024-01-03T13:40:57.480Z	94	526	1601	27	28	28	32	33	28
2024-01-03T13:49:20.230Z	96	537	1612	27	28	28	32	33	28
2024-01-03T13:57:45.862Z	91	542	1617	27	28	28	32	33	28
2024-01-03T14:07:43.444Z	96	556	1631	27	28	28	32	33	28
2024-01-03T14:19:04.656Z	90	557	1632	27	28	28	32	33	28
2024-01-03T14:29:25.327Z	94	570	1645	27	28	28	32	33	28
2024-01-03T14:37:51.143Z	97	579	1654	27	28	28	32	33	28
2024-01-03T14:46:10.474Z	97	579	1654	27	28	28	32	33	28
2024-01-03T14:54:32.126Z	113	607	1681	27	28	28	32	33	28
2024-01-03T15:03:16.291Z	123	628	1702	27	28	28	32	33	28
2024-01-03T15:14:20.333Z	127	634	1709	27	28	28	32	33	28
2024-01-03T15:24:34.008Z	130	651	1725	27	28	28	32	33	28
2024-01-03T15:32:46.333Z	135	664	1739	27	28	28	32	33	28
2024-01-03T15:41:00.774Z	138	671	1745	27	28	28	32	33	28
2024-01-03T15:49:07.258Z	147	684	1758	27	28	28	32	33	28
2024-01-03T15:57:15.962Z	157	700	1775	27	28	28	32	33	28
2024-01-03T16:07:32.031Z	162	716	1790	27	28	28	32	33	28
2024-01-03T16:19:49.991Z	162	724	1799	27	28	28	32	33	28
2024-01-03T16:31:09.729Z	160	730	1805	27	28	28	32	33	28
2024-01-03T16:40:38.790Z	159	735	1810	27	28	28	32	33	28
2024-01-03T16:48:51.035Z	166	752	1827	27	28	28	32	33	28
2024-01-03T16:57:09.103Z	177	772	1846	27	28	28	32	33	28
2024-01-03T17:06:49.053Z	177	772	1846	27	28	28	32	33	28
2024-01-03T17:17:40.802Z	177	794	1868	27	28	28	32	33	28
2024-01-03T17:27:46.900Z	173	801	1876	27	28	28	32	33	28
2024-01-03T17:36:09.164Z	173	801	1876	27	28	28	32	33	28
